 10/09/1812 Fri 04:35:32  255456ec42 "toward her."
 10/12/1812 Mon 14:19:40  63195056be "him, but Prince Andrew replied that he would probably soon be back again"
 10/12/1812 Mon 14:20:48  c8be00d298 "from the army and would certainly write to his father, but that the"
 10/12/1812 Mon 14:21:19  6e83781fe9 "longer he stayed now the more embittered their differences would become."
 10/12/1812 Mon 14:22:09  3c01f85eb8 "“Good-by, Andrew! Remember that misfortunes come from God, and men are"
 10/12/1812 Mon 14:23:29  664bcc7956 "never to blame,” were the last words he heard from his sister when he"
 10/12/1812 Mon 14:24:53  ee34dd91f5 "took leave of her."
 10/12/1812 Mon 14:26:16  620287b8e5 "“Then it must be so!” thought Prince Andrew as he drove out of the"
 10/12/1812 Mon 14:28:09  7cbcbae214 "avenue from the house at Bald Hills. “She, poor innocent creature, is"
 10/12/1812 Mon 14:28:47  82a4afc75b "left to be victimized by an old man who has outlived his wits. The old"
 10/12/1812 Mon 14:30:04  bb1b35b6c9 "man feels he is guilty, but cannot change himself. My boy is growing up"
 10/12/1812 Mon 14:32:23  6448cb2712 "and rejoices in life, in which like everybody else he will deceive or be"
 10/12/1812 Mon 14:33:19  49524c4296 "deceived. And I am off to the army. Why? I myself don’t know. I want"
 10/12/1812 Mon 14:35:48  0d8ef15be1 "to meet that man whom I despise, so as to give him a chance to kill and"
 10/12/1812 Mon 14:37:07  c0deace001 "laugh at me!”"
 10/12/1812 Mon 14:39:20  7240c8edee "These conditions of life had been the same before, but then they were"
 10/12/1812 Mon 14:40:36  b1e59807c8 "all connected, while now they had all tumbled to pieces. Only senseless"
 10/12/1812 Mon 14:42:32  762f6cc494 "things, lacking coherence, presented themselves one after another to"
 10/12/1812 Mon 14:44:28  df67e10f73 "Prince Andrew’s mind."
 10/12/1812 Mon 14:45:37  83dd75b5a3 "CHAPTER IX"
 10/12/1812 Mon 14:47:37  216908ac5f "Prince Andrew reached the general headquarters of the army at the end of"
 10/12/1812 Mon 14:48:59  d1041b39a4 "June. The first army, with which was the Emperor, occupied the fortified"
 10/12/1812 Mon 14:51:18  690aedb062 "camp at Drissa; the second army was retreating, trying to effect a"
 10/12/1812 Mon 14:53:09  0553cfc72a "junction with the first one from which it was said to be cut off by"
 10/12/1812 Mon 14:54:06  ae8ae10863 "large French forces. Everyone was dissatisfied with the general course"
 10/12/1812 Mon 14:55:44  0c35fe9004 "of affairs in the Russian army, but no one anticipated any danger of"
 10/12/1812 Mon 14:56:41  98f2869434 "invasion of the Russian provinces, and no one thought the war would"
 10/12/1812 Mon 14:58:14  c0deace001 "extend farther than the western, the Polish, provinces."
 10/12/1812 Mon 14:59:40  7a26e71ae6 "Prince Andrew found Barclay de Tolly, to whom he had been assigned, on"
 10/12/1812 Mon 15:00:53  9cde141a77 "the bank of the Drissa. As there was not a single town or large"
 10/12/1812 Mon 15:02:11  74b9c6d574 "village in the vicinity of the camp, the immense number of generals and"
 10/12/1812 Mon 15:04:07  b37ffaac0c "courtiers accompanying the army were living in the best houses of the"
 10/12/1812 Mon 15:05:21  c7d38dc854 "villages on both sides of the river, over a radius of six miles. Barclay"
 10/12/1812 Mon 15:06:51  f3f65cf953 "de Tolly was quartered nearly three miles from the Emperor. He received"
 10/12/1812 Mon 15:07:29  bbdd98dedb "Bolkónski stiffly and coldly and told him in his foreign accent that he"
 10/12/1812 Mon 15:09:30  16cf3e97f9 "would mention him to the Emperor for a decision as to his employment,"
 10/12/1812 Mon 15:11:54  4ba7be8a78 "but asked him meanwhile to remain on his staff. Anatole Kurágin, whom"
 10/12/1812 Mon 15:13:47  b8a19a5212 "Prince Andrew had hoped to find with the army, was not there. He had"
 10/12/1812 Mon 15:15:48  05916fb8f5 "gone to Petersburg, but Prince Andrew was glad to hear this. His mind"
 10/12/1812 Mon 15:16:51  c0deace001 "was occupied by the interests of the center that was conducting"
 10/12/1812 Mon 15:19:18  afccb54819 "a gigantic war, and he was glad to be free for a while from the"
 10/12/1812 Mon 15:20:12  eb17ac368d "distraction caused by the thought of Kurágin. During the first four"
 10/12/1812 Mon 15:20:44  98f876fc4b "days, while no duties were required of him, Prince Andrew rode round the"
 10/12/1812 Mon 15:21:52  32b9ff542a "whole fortified camp and, by the aid of his own knowledge and by"
 10/12/1812 Mon 15:24:21  4405323cc4 "talks with experts, tried to form a definite opinion about it. But the"
 10/12/1812 Mon 15:25:39  3d01b3504f "question whether the camp was advantageous or disadvantageous remained"
 10/12/1812 Mon 15:26:13  64d42c9338 "for him undecided. Already from his military experience and what he had"
 10/12/1812 Mon 15:28:08  c2fb51874d "seen in the Austrian campaign, he had come to the conclusion that in"
 10/12/1812 Mon 15:30:05  0906e37dc5 "war the most deeply considered plans have no significance and that all"
 10/12/1812 Mon 15:32:02  a2759bff7b "depends on the way unexpected movements of the enemy—that cannot be"
 10/12/1812 Mon 15:32:49  4cac317ea8 "foreseen—are met, and on how and by whom the whole matter is handled."
 10/12/1812 Mon 15:34:28  159b7a398a "To clear up this last point for himself, Prince Andrew, utilizing his"
 10/12/1812 Mon 15:35:46  36de01d24f "position and acquaintances, tried to fathom the character of the control"
 10/12/1812 Mon 15:36:53  3a067852fe "of the army and of the men and parties engaged in it, and he deduced for"
 10/12/1812 Mon 15:37:40  4bdbd723c4 "himself the following of the state of affairs."
 10/12/1812 Mon 15:39:18  61bf75ad7e "While the Emperor had still been at Vílna, the forces had been divided"
 10/12/1812 Mon 15:41:20  b85dff492f "into three armies. First, the army under Barclay de Tolly, secondly, the"
 10/12/1812 Mon 15:43:30  2b14fee12b "army under Bagratión, and thirdly, the one commanded by Tormásov. The"
 10/12/1812 Mon 15:45:56  c54418ccde "Emperor was with the first army, but not as commander in chief. In the"
 10/12/1812 Mon 15:46:41  5d63f2b36b "orders issued it was stated, not that the Emperor would take command,"
 10/12/1812 Mon 15:47:40  b2646c4777 "but only that he would be with the army. The Emperor, moreover, had"
 10/12/1812 Mon 15:49:24  1b0910426b "with him not a commander in chief’s staff but the imperial headquarters"
 10/12/1812 Mon 15:50:46  a1d836eb8c "staff. In attendance on him was the head of the imperial staff,"
 10/12/1812 Mon 15:52:37  87cdd257b6 "Quartermaster General Prince Volkónski, as well as generals, imperial"
 10/12/1812 Mon 15:54:29  c0deace001 "aides-de-camp, diplomatic officials, and a large number of foreigners,"
 10/12/1812 Mon 15:56:14  1ee07e7c83 "but not the army staff. Besides these, there were in attendance on the"
 10/12/1812 Mon 15:57:30  38c53f3ebf "Emperor without any definite appointments: Arakchéev, the ex-Minister"
 10/12/1812 Mon 15:59:54  216924f044 "of War; Count Bennigsen, the senior general in rank; the Grand Duke"
 10/12/1812 Mon 16:02:04  b282b25765 "Tsarévich Constantine Pávlovich; Count Rumyántsev, the Chancellor;"
 10/12/1812 Mon 16:04:24  ef2d4c3bd0 "Stein, a former Prussian minister; Armfeldt, a Swedish general; Pfuel,"
 10/12/1812 Mon 16:06:37  02a27a4f72 "the chief author of the plan of campaign; Paulucci, an adjutant general"
 10/12/1812 Mon 16:07:12  b60cbc5eba "and Sardinian émigré; Wolzogen—and many others. Though these men had no"
 10/12/1812 Mon 16:09:34  2d2d17bf2c "military appointment in the army, their position gave them influence,"
 10/12/1812 Mon 16:10:18  cd9d1d16e2 "and often a corps commander, or even the commander in chief, did not"
 10/12/1812 Mon 16:10:52  c8f5ad81e9 "know in what capacity he was questioned by Bennigsen, the Grand Duke,"
 10/12/1812 Mon 16:11:55  c0deace001 "Arakchéev, or Prince Volkónski, or was given this or that advice and did"
 10/12/1812 Mon 16:13:55  b8950fa5fc "not know whether a certain order received in the form of advice emanated"
 10/12/1812 Mon 16:16:17  44a4a3a42d "from the man who gave it or from the Emperor and whether it had to be"
 10/12/1812 Mon 16:18:24  8075553227 "executed or not. But this was only the external condition; the essential"
 10/12/1812 Mon 16:20:33  23f908188a "significance of the presence of the Emperor and of all these people,"
 10/12/1812 Mon 16:22:04  5a023fc374 "from a courtier’s point of view (and in an Emperor’s vicinity all became"
 10/12/1812 Mon 16:22:52  415b03f936 "courtiers), was clear to everyone. It was this: the Emperor did not"
 10/12/1812 Mon 16:23:38  3d7b9fcc25 "assume the title of commander in chief, but disposed of all the armies;"
 10/12/1812 Mon 16:25:26  56051b50e6 "the men around him were his assistants. Arakchéev was a faithful"
 10/12/1812 Mon 16:27:14  022b16740f "custodian to enforce order and acted as the sovereign’s bodyguard."
 10/12/1812 Mon 16:29:25  f2b1ef6142 "Bennigsen was a landlord in the Vílna province who appeared to be doing"
 10/12/1812 Mon 16:30:46  ed09c7ce87 "the honors of the district, but was in reality a good general, useful"
 10/12/1812 Mon 16:32:30  7286915875 "as an adviser and ready at hand to replace Barclay. The Grand Duke"
 10/12/1812 Mon 16:34:56  1f6991fa96 "was there because it suited him to be. The ex-Minister Stein was there"
 10/12/1812 Mon 16:36:38  7f046eac91 "because his advice was useful and the Emperor Alexander held him in high"
 10/12/1812 Mon 16:37:36  265a71a727 "esteem personally. Armfeldt virulently hated Napoleon and was a general"
 10/12/1812 Mon 16:38:46  789c2a41dd "full of self-confidence, a quality that always influenced Alexander."
 10/12/1812 Mon 16:39:49  bcba774498 "Paulucci was there because he was bold and decided in speech. The"
 10/12/1812 Mon 16:42:01  af1f00857b "adjutants general were there because they always accompanied the"
 10/12/1812 Mon 16:43:26  75e9fd8948 "Emperor, and lastly and chiefly Pfuel was there because he had drawn up"
 10/12/1812 Mon 16:45:37  819cdb491d "the plan of campaign against Napoleon and, having induced Alexander to"
 10/12/1812 Mon 16:46:27  01a9fa35e0 "believe in the efficacy of that plan, was directing the whole business"
 10/12/1812 Mon 16:47:46  f3ad68f6f0 "of the war. With Pfuel was Wolzogen, who expressed Pfuel’s thoughts in"
 10/12/1812 Mon 16:49:37  29fd873bee "a more comprehensible way than Pfuel himself (who was a harsh, bookish"
 10/12/1812 Mon 16:50:18  5327be145b "theorist, self-confident to the point of despising everyone else) was"
 10/12/1812 Mon 16:51:13  060ea3611b "able to do."
 10/12/1812 Mon 16:53:09  cde393eed5 "Besides these Russians and foreigners who propounded new and unexpected"
 10/12/1812 Mon 16:55:34  caa291f31a "ideas every day—especially the foreigners, who did so with a boldness"
 10/12/1812 Mon 16:56:43  535e6ddc35 "characteristic of people employed in a country not their own—there were"
 10/12/1812 Mon 16:58:36  5dfd772d43 "many secondary personages accompanying the army because their principals"
 10/12/1812 Mon 16:59:34  f4a6c84328 "were there."
 10/12/1812 Mon 17:00:53  c0deace001 "Among the opinions and voices in this immense, restless, brilliant,"
 10/12/1812 Mon 17:01:36  0c1e8a1952 "and proud sphere, Prince Andrew noticed the following sharply defined"
 10/12/1812 Mon 17:02:25  220bc8c364 "subdivisions of tendencies and parties:"
 10/12/1812 Mon 17:03:19  7f73de9874 "The first party consisted of Pfuel and his adherents—military theorists"
 10/12/1812 Mon 17:04:55  f882616e20 "who believed in a science of war with immutable laws—laws of oblique"
 10/12/1812 Mon 17:06:02  e3fca6a023 "movements, outflankings, and so forth. Pfuel and his adherents demanded"
 10/12/1812 Mon 17:07:05  efb6a0afcc "a retirement into the depths of the country in accordance with precise"
 10/12/1812 Mon 17:08:00  4df8b991e1 "laws defined by a pseudo-theory of war, and they saw only barbarism,"
 10/12/1812 Mon 17:10:25  153956a1a2 "ignorance, or evil intention in every deviation from that theory. To"
 10/12/1812 Mon 17:11:09  140b5a9cf0 "this party belonged the foreign nobles, Wolzogen, Wintzingerode, and"
 10/12/1812 Mon 17:12:55  ec961c79fe "others, chiefly Germans."
 10/12/1812 Mon 17:14:26  a2a64d5d7c "The second party was directly opposed to the first; one extreme, as"
 10/12/1812 Mon 17:14:58  3709fa1d82 "always happens, was met by representatives of the other. The members of"
 10/12/1812 Mon 17:15:48  c5889a64d0 "this party were those who had demanded an advance from Vílna into Poland"
 10/12/1812 Mon 17:17:39  fb21e20146 "and freedom from all prearranged plans. Besides being advocates of bold"
 10/12/1812 Mon 17:18:52  41bee6b25e "action, this section also represented nationalism, which made them still"
 10/12/1812 Mon 17:20:15  1a124542c4 "more one-sided in the dispute. They were Russians: Bagratión, Ermólov"
 10/12/1812 Mon 17:21:40  7838efe257 "(who was beginning to come to the front), and others. At that time a"
 10/12/1812 Mon 17:23:48  c0deace001 "famous joke of Ermólov’s was being circulated, that as a great favor he"
 10/12/1812 Mon 17:25:34  56c56bb264 "had petitioned the Emperor to make him a German. The men of that party,"
 10/12/1812 Mon 17:26:24  824606fb3d "remembering Suvórov, said that what one had to do was not to reason,"
 10/12/1812 Mon 17:28:50  24a977808c "or stick pins into maps, but to fight, beat the enemy, keep him out of"
 10/12/1812 Mon 17:30:47  dc4f3bacaf "Russia, and not let the army get discouraged."
 10/12/1812 Mon 17:32:02  e4ea4090a5 "To the third party—in which the Emperor had most confidence—belonged the"
 10/12/1812 Mon 17:33:46  f60de51956 "courtiers who tried to arrange compromises between the other two. The"
 10/12/1812 Mon 17:35:30  9197de7440 "members of this party, chiefly civilians and to whom Arakchéev belonged,"
 10/12/1812 Mon 17:37:16  17e29fbf0f "thought and said what men who have no convictions but wish to seem to"
 10/12/1812 Mon 17:38:23  10ed07a059 "have some generally say. They said that undoubtedly war, particularly"
 10/12/1812 Mon 17:40:28  c0deace001 "against such a genius as Bonaparte (they called him Bonaparte now),"
 10/12/1812 Mon 17:42:20  a5e3d113ae "needs most deeply devised plans and profound scientific knowledge and"
 10/12/1812 Mon 17:44:38  c3381be82e "in that respect Pfuel was a genius, but at the same time it had to be"
 10/12/1812 Mon 17:45:32  6872d9dfaa "acknowledged that the theorists are often one-sided, and therefore one"
 10/12/1812 Mon 17:47:49  ab5d5a41d7 "should not trust them absolutely, but should also listen to what Pfuel’s"
 10/12/1812 Mon 17:49:13  7a8f76a6aa "opponents and practical men of experience in warfare had to say, and"
 10/12/1812 Mon 17:50:36  c01e665c54 "then choose a middle course. They insisted on the retention of the camp"
 10/12/1812 Mon 17:51:26  bbbb209974 "at Drissa, according to Pfuel’s plan, but on changing the movements of"
 10/12/1812 Mon 17:53:07  f639916035 "the other armies. Though, by this course, neither one aim nor the other"
 10/12/1812 Mon 17:54:25  1eb1cb1544 "could be attained, yet it seemed best to the adherents of this third"
 10/12/1812 Mon 17:55:21  f674b8f6f1 "party."
 10/12/1812 Mon 17:56:10  266bed0ff7 "Of a fourth opinion the most conspicuous representative was the"
 10/12/1812 Mon 17:58:21  da9a305b03 "Tsarévich, who could not forget his disillusionment at Austerlitz, where"
 10/12/1812 Mon 17:59:19  529c2435f7 "he had ridden out at the head of the Guards, in his casque and cavalry"
 10/12/1812 Mon 18:00:28  b1e1163deb "uniform as to a review, expecting to crush the French gallantly; but"
